osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge
107437539,False,,Sheene Way,unclassified,False,107.35099999999998,"LINESTRING (-2.6013034 51.437684, -2.6012672 51.437598, -2.6012229 51.437516, -2.6011534 51.4374748, -2.6010591 51.4374582, -2.6009984 51.4374612, -2.6009574 51.4374676, -2.6007068 51.4375127, -2.6005805 51.4375359, -2.6004739 51.4375724, -2.6003808 51.437605, -2.6000976 51.4377325)",30 mph,,,
145816703,False,,Marksbury Road,residential,False,9.115,"LINESTRING (-2.6025297 51.4336031, -2.6026193 51.4336631)",20 mph,,,
145816703,False,,Marksbury Road,residential,True,58.29900000000001,"LINESTRING (-2.6025297 51.4336031, -2.6023791 51.4335021, -2.6022238 51.4334178, -2.6021803 51.4333964, -2.6018986 51.4332582)",20 mph,,,
107437541,False,,St Johns Road,residential,True,63.367,"LINESTRING (-2.5990275 51.4396204, -2.5996656 51.4400285)",,,,
620059512,False,,Granby Mews,residential,True,39.941,"LINESTRING (-2.5990275 51.4396204, -2.5994477 51.4393746)",,,,
107437541,False,,St Johns Road,residential,False,59.626000000000005,"LINESTRING (-2.5990275 51.4396204, -2.5986431 51.4393745, -2.5986164 51.4393575, -2.5985265 51.4392999, -2.5984272 51.4392363)",,,,
620059512,False,,Granby Mews,residential,False,39.941,"LINESTRING (-2.5994477 51.4393746, -2.5990275 51.4396204)",,,,
620059513,False,,Granby Mews,residential,False,12.534,"LINESTRING (-2.5994477 51.4393746, -2.599314 51.4392987)",,,,
620059513,False,,Granby Mews,residential,True,13.373,"LINESTRING (-2.5994477 51.4393746, -2.5995929 51.4394538)",,,,
620059513,False,,Granby Mews,residential,True,12.534,"LINESTRING (-2.599314 51.4392987, -2.5994477 51.4393746)",,,,
620059513,False,,Granby Mews,residential,False,13.373,"LINESTRING (-2.5995929 51.4394538, -2.5994477 51.4393746)",,,,
643966994,True,,South Street,unclassified,False,9.506,"LINESTRING (-2.6055883 51.4383245, -2.6056306 51.4383223, -2.6056497 51.4383338, -2.6056695 51.4383457, -2.6056673 51.438371)",20 mph,,,
643966995,False,,South Street,unclassified,False,19.166,"LINESTRING (-2.6055883 51.4383245, -2.6054477 51.4382447, -2.6053814 51.4382102)",20 mph,,,
154553825,False,,South Street,unclassified,True,32.433,"LINESTRING (-2.6056673 51.438371, -2.6056891 51.4383845, -2.6057589 51.4384278, -2.6059812 51.4385871)",20 mph,,,
643966996,True,,South Street,unclassified,False,9.270000000000001,"LINESTRING (-2.6056673 51.438371, -2.6056306 51.4383729, -2.6056079 51.4383603, -2.6055877 51.4383491, -2.6055883 51.4383245)",20 mph,,,
643966998,False,,South Street,unclassified,False,24.133999999999997,"LINESTRING (-2.6052969 51.4381642, -2.6052881 51.4381599, -2.605153 51.4380881, -2.605089 51.4380519, -2.6050449 51.4380156)",20 mph,,,
643966999,True,,South Street,unclassified,False,9.748000000000001,"LINESTRING (-2.6052969 51.4381642, -2.6053429 51.438161, -2.6053599 51.4381717, -2.6053805 51.4381848, -2.6053814 51.4382102)",20 mph,,,
643966995,False,,South Street,unclassified,True,19.166,"LINESTRING (-2.6053814 51.4382102, -2.6054477 51.4382447, -2.6055883 51.4383245)",20 mph,,,
643966997,True,,South Street,unclassified,False,10.055,"LINESTRING (-2.6053814 51.4382102, -2.6053416 51.4382149, -2.6053171 51.4382019, -2.605292 51.4381886, -2.6052969 51.4381642)",20 mph,,,
154676286,False,,British Road,residential,True,12.504,"LINESTRING (-2.6050827 51.4378685, -2.6051172 51.4378268, -2.6051718 51.4377708)",,,,
643967003,True,,British Road,residential,False,11.532,"LINESTRING (-2.6050827 51.4378685, -2.6051076 51.4378968, -2.6051011 51.437914, -2.6050928 51.4379361, -2.6050499 51.4379519)",,,,
666504743,False,,Palmerston Street,residential,True,10.627,"LINESTRING (-2.604972 51.4392445, -2.60507 51.439318)",,,,
154676290,False,,Palmerston Street,residential,False,17.269,"LINESTRING (-2.604972 51.4392445, -2.604922 51.4392692, -2.6047743 51.439339)",,,,
154676290,False,,Palmerston Street,residential,True,100.544,"LINESTRING (-2.604972 51.4392445, -2.605015 51.4392233, -2.6053604 51.4390524, -2.6061058 51.4386805)",,,,
666504743,False,,Palmerston Street,residential,False,10.627,"LINESTRING (-2.60507 51.439318, -2.604972 51.4392445)",,,,
154512898,False,B3120,North Street,secondary,False,24.66,"LINESTRING (-2.6072822 51.4402593, -2.6076274 51.4402056)",20 mph,,,
671732663,True,B3120,North Street,secondary,False,9.268999999999998,"LINESTRING (-2.6072822 51.4402593, -2.6072574 51.4402768, -2.6072328 51.4402809, -2.6072024 51.440286, -2.6071675 51.4402747)",20 mph,,,
675322027,False,B3120,North Street,secondary,True,8.282,"LINESTRING (-2.6071675 51.4402747, -2.6070512 51.4402918)",20 mph,,,
671732665,True,B3120,North Street,secondary,False,9.701,"LINESTRING (-2.6071675 51.4402747, -2.6071743 51.4402653, -2.6071811 51.44026, -2.6071918 51.4402552, -2.6072213 51.4402501, -2.6072487 51.4402466, -2.6072626 51.4402481, -2.6072731 51.4402534, -2.6072822 51.4402593)",20 mph,,,
675322027,False,B3120,North Street,secondary,False,4.719,"LINESTRING (-2.6056856 51.4405431, -2.6056956 51.4405409, -2.6057497 51.4405288)",20 mph,,,
675322028,True,B3120,North Street,secondary,False,7.566000000000001,"LINESTRING (-2.6056856 51.4405431, -2.6056722 51.440564, -2.6056555 51.440568, -2.6056373 51.4405723, -2.6056051 51.4405627)",20 mph,,,
671732666,False,B3120,North Street,secondary,True,31.404,"LINESTRING (-2.6056051 51.4405627, -2.6051742 51.44065)",20 mph,2,,
675322026,True,B3120,North Street,secondary,False,8.531,"LINESTRING (-2.6056051 51.4405627, -2.6056145 51.440538, -2.6056372 51.440533, -2.6056574 51.4405284, -2.6056856 51.4405431)",20 mph,,,
677769474,False,,The Nursery,residential,True,9.847,"LINESTRING (-2.6093468 51.4392745, -2.6092301 51.439325)",,,,
677769474,False,,The Nursery,residential,False,9.847,"LINESTRING (-2.6092301 51.439325, -2.6093468 51.4392745)",,,,
7984553,False,,The Nursery,residential,False,9.908,"LINESTRING (-2.6092301 51.439325, -2.6092529 51.439345, -2.6093132 51.4393975)",,,,
7984553,False,,The Nursery,residential,True,93.56700000000001,"LINESTRING (-2.6092301 51.439325, -2.6090125 51.4391363, -2.6084425 51.4386416)",,,,
611896395,False,,Malago Drive,residential,False,5.587,"LINESTRING (-2.6004303 51.4341859, -2.6004241 51.4341358)",,,,
728193662,False,,Malago Drive,residential,False,30.504,"LINESTRING (-2.6004303 51.4341859, -2.60087 51.4341967)",,,,
611896395,False,,Malago Drive,residential,True,49.783,"LINESTRING (-2.6004303 51.4341859, -2.6004177 51.4343371, -2.600399 51.4344292, -2.6002905 51.4346211)",,,,
728193662,False,,Malago Drive,residential,False,9.296,"LINESTRING (-2.60087 51.4341967, -2.60087 51.4342803)",,,,
728193662,False,,Malago Drive,residential,True,30.504,"LINESTRING (-2.60087 51.4341967, -2.6004303 51.4341859)",,,,
728193663,False,,Malago Drive,residential,False,10.179,"LINESTRING (-2.60087 51.4341967, -2.6008807 51.4341054)",,,,
728193662,False,,Malago Drive,residential,True,9.296,"LINESTRING (-2.60087 51.4342803, -2.60087 51.4341967)",,,,
728193663,False,,Malago Drive,residential,True,10.179,"LINESTRING (-2.6008807 51.4341054, -2.60087 51.4341967)",,,,
611896394,False,,Malago Drive,residential,False,55.242000000000004,"LINESTRING (-2.6009334 51.4338619, -2.6009589 51.4336443, -2.6009636 51.4335935, -2.6009051 51.4335713, -2.600609 51.4335586)",,,,
850638841,True,,Temple Street,residential,False,8.679,"LINESTRING (-2.6079279 51.4336063, -2.608027 51.4335586)",20 mph,1,,
"[101801424, 101801394, 101801387]",False,,"['Brighton Terrace', 'Brighton Crescent', 'Temple Street']",residential,"[False, True]",307.3979999999999,"LINESTRING (-2.6079279 51.4336063, -2.6074999 51.4337949, -2.6071008 51.4339488, -2.6065535 51.4342113, -2.605099 51.4350248, -2.6050614 51.4350673, -2.6050726 51.4351221, -2.6051617 51.435205, -2.6052348 51.4352576, -2.6053269 51.435273, -2.6054274 51.4352428, -2.6055374 51.435178)",20 mph,,,
377204885,False,,Kingdom View,residential,True,26.714,"LINESTRING (-2.607479 51.4353423, -2.6078012 51.4354741)",,,,
578649345,True,A38,West Street,trunk,False,17.035,"LINESTRING (-2.607479 51.4353423, -2.6074419 51.4353677, -2.6072876 51.4354375)",20 mph,,,
102967875,False,,Honeywicke Close,residential,False,71.322,"LINESTRING (-2.6045238 51.434528, -2.6044506 51.434558, -2.6043409 51.4345879, -2.6041075 51.4346276, -2.6039685 51.4346603, -2.6037908 51.4347611, -2.6036447 51.4348376)",,,,
101801403,False,,Argus Court,residential,True,5.312,"LINESTRING (-2.6030487 51.4360652, -2.6031082 51.4360953)",,,,
101801403,False,,Argus Court,residential,False,38.943,"LINESTRING (-2.6030487 51.4360652, -2.6028427 51.4361464, -2.60264 51.4362992)",,,,
1214128072,False,,Argus Court,residential,False,11.491,"LINESTRING (-2.6030487 51.4360652, -2.6030298 51.4360149, -2.6029815 51.4359729)",,,,
1214128072,False,,Argus Court,residential,True,11.491,"LINESTRING (-2.6029815 51.4359729, -2.6030298 51.4360149, -2.6030487 51.4360652)",,,,
